,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
2329,41,4,1,1489.0,949,0.637,4669.0,94,49.670212765957444,0,College,Blue
2331,36,6,3,2597.0,1740,0.67,5037.0,80,62.9625,0,High School,Blue
2332,51,4,2,3617.0,878,0.243,5416.0,76,71.26315789473684,0,Post-Graduate,Blue
2333,36,4,3,3219.0,2114,0.657,4188.0,75,55.84,0,Uneducated,Blue
2334,36,4,3,2522.0,1898,0.753,4122.0,67,61.52238805970149,0,Graduate,Blue
2335,29,4,1,3327.0,2517,0.757,4901.0,88,55.69318181818182,0,Unknown,Blue
2338,36,2,1,8671.0,590,0.068,4399.0,72,61.09722222222222,0,Uneducated,Blue
2341,33,3,3,2341.0,1818,0.777,4356.0,70,62.22857142857143,0,Graduate,Blue
2343,30,3,1,3108.0,778,0.25,4130.0,87,47.47126436781609,0,Uneducated,Blue
2344,36,2,1,1855.0,907,0.489,4191.0,81,51.74074074074074,0,Uneducated,Blue
2345,36,2,3,4150.0,2517,0.607,4620.0,76,60.78947368421053,0,College,Blue
2346,30,3,2,1531.0,987,0.645,4373.0,67,65.26865671641791,0,Unknown,Blue
2347,36,2,2,1472.0,1196,0.812,4859.0,73,66.56164383561644,0,Unknown,Blue
2348,39,3,1,1438.3,641,0.446,5140.0,82,62.68292682926829,0,Graduate,Blue
2350,24,2,2,1649.0,0,0.0,2574.0,51,50.470588235294116,0,Uneducated,Blue
2351,36,3,2,1438.3,0,0.0,5005.0,79,63.35443037974684,0,College,Blue
2355,40,3,1,1438.3,0,0.0,4978.0,73,68.1917808219178,0,High School,Blue
2356,45,3,2,10648.0,2517,0.236,4930.0,89,55.39325842696629,0,High School,Blue
2358,36,3,2,4721.0,1289,0.273,3856.0,74,52.108108108108105,0,Unknown,Blue
2359,34,2,1,34516.0,2052,0.059,3510.0,62,56.61290322580645,0,College,Silver
2360,21,2,1,2831.0,1167,0.412,4460.0,65,68.61538461538461,0,High School,Blue
2361,36,2,2,1508.0,0,0.0,1990.0,31,64.19354838709677,0,Unknown,Blue
2365,37,3,2,34516.0,1495,0.043,3247.0,70,46.385714285714286,0,High School,Silver
2366,32,2,1,11671.0,1304,0.112,4168.0,71,58.70422535211268,0,Graduate,Blue
2367,32,3,2,1715.0,0,0.0,5910.0,91,64.94505494505495,0,High School,Blue
2371,31,2,2,3977.0,1325,0.333,4076.0,62,65.74193548387096,0,Graduate,Blue
2372,35,2,1,2873.0,2517,0.876,4897.0,71,68.97183098591549,0,College,Blue
2373,26,2,3,1438.3,0,0.0,4196.0,87,48.229885057471265,0,Doctorate,Blue
2374,36,2,1,7434.0,0,0.0,4182.0,76,55.026315789473685,0,Graduate,Blue
2375,26,1,1,2032.0,1195,0.588,4479.0,80,55.9875,0,Unknown,Blue
2379,43,2,2,3002.0,1446,0.482,4851.0,74,65.55405405405405,0,Graduate,Blue
2380,32,1,2,4162.0,1641,0.394,3967.0,75,52.89333333333333,0,High School,Blue
2381,49,1,1,2598.0,1343,0.517,4692.0,86,54.55813953488372,0,Graduate,Blue
2382,19,1,1,5559.0,1600,0.288,5344.0,82,65.17073170731707,0,High School,Blue
2383,15,1,1,4662.0,0,0.0,4931.0,81,60.876543209876544,0,High School,Blue
2385,36,1,1,2763.0,1879,0.68,4660.0,80,58.25,0,Unknown,Blue
2386,45,2,2,10503.0,0,0.0,4755.0,88,54.03409090909091,0,Graduate,Blue
2387,34,2,2,2234.0,2024,0.906,2313.0,37,62.513513513513516,0,Graduate,Blue
2389,40,1,1,3044.0,1973,0.648,4747.0,73,65.02739726027397,0,Graduate,Blue
2390,20,1,3,10486.0,1544,0.147,4042.0,77,52.493506493506494,0,Graduate,Blue
2397,36,2,1,1654.0,1093,0.661,4596.0,82,56.048780487804876,0,College,Blue
2398,54,1,2,3618.0,972,0.269,4228.0,63,67.11111111111111,0,Uneducated,Blue
2399,49,2,2,3481.0,603,0.173,4556.0,81,56.24691358024691,0,College,Blue
2400,36,1,3,3272.0,2085,0.637,4444.0,83,53.54216867469879,0,Graduate,Blue
2401,41,2,1,1801.0,0,0.0,5047.0,79,63.88607594936709,0,Uneducated,Blue
2402,26,1,1,1438.3,0,0.0,3948.0,84,47.0,0,College,Blue
2403,36,6,2,1655.0,0,0.0,2156.0,37,58.270270270270274,0,Graduate,Blue
2404,32,2,1,4745.0,1157,0.244,4705.0,78,60.32051282051282,0,High School,Blue
2406,44,1,1,2765.0,0,0.0,4010.0,59,67.96610169491525,0,Graduate,Blue
2409,26,1,2,1821.0,1486,0.816,2824.0,43,65.67441860465117,0,Post-Graduate,Blue
2410,25,2,2,2024.0,0,0.0,2870.0,36,79.72222222222223,0,High School,Blue
2411,51,2,3,16835.0,897,0.053,4059.0,80,50.7375,0,Graduate,Blue
2413,45,2,2,4621.0,913,0.198,4952.0,82,60.390243902439025,0,Graduate,Blue
2414,36,2,1,2874.0,2201,0.766,4779.0,86,55.56976744186046,0,High School,Blue
2415,28,1,1,9294.0,1764,0.19,4531.0,73,62.06849315068493,0,Graduate,Blue
2416,39,1,2,9389.0,727,0.077,3415.0,84,40.654761904761905,0,High School,Blue
2418,20,2,1,7452.0,1656,0.222,3339.0,51,65.47058823529412,0,College,Blue
2422,43,2,1,2160.0,2057,0.91323,4518.0,93,48.58064516129032,0,College,Blue
2423,36,2,1,3240.0,0,0.0,4803.0,83,57.86746987951807,0,Uneducated,Blue
2424,52,2,3,8111.0,2051,0.253,3719.0,69,53.89855072463768,0,High School,Blue
2426,29,2,2,1438.3,0,0.0,5025.0,85,59.11764705882353,0,College,Blue
2427,36,1,2,3793.0,2517,0.664,2577.0,57,45.21052631578947,0,College,Blue
2428,44,1,2,3034.0,2033,0.67,4349.0,90,48.32222222222222,0,Graduate,Blue
2429,27,2,1,5245.0,1044,0.199,4938.0,70,70.54285714285714,0,High School,Blue
2430,40,1,2,2960.0,0,0.0,4918.0,63,78.06349206349206,0,Doctorate,Blue
2431,43,1,2,21680.0,1587,0.073,4410.0,86,51.27906976744186,0,High School,Blue
2432,36,6,3,3918.0,2517,0.642,2115.0,42,50.357142857142854,0,High School,Blue
2433,36,2,2,1438.3,0,0.0,4769.0,84,56.773809523809526,0,Graduate,Blue
2434,32,1,2,2648.0,1539,0.581,4926.0,89,55.348314606741575,0,High School,Blue
2435,46,1,2,1891.0,1134,0.6,5255.0,77,68.24675324675324,0,Graduate,Blue
2436,36,2,3,2881.0,2450,0.85,2450.0,49,50.0,0,Graduate,Blue
2438,22,2,2,3009.0,2517,0.836,5329.0,82,64.98780487804878,0,Unknown,Blue
2439,46,2,1,7234.0,2055,0.284,5051.0,83,60.855421686746986,0,Graduate,Blue
2441,36,3,1,8074.0,0,0.0,4347.0,66,65.86363636363636,0,Unknown,Blue
2445,30,2,2,2232.0,1163,0.521,4185.0,80,52.3125,0,High School,Blue
2447,37,2,1,2052.0,0,0.0,4289.0,72,59.56944444444444,0,High School,Blue
2448,26,1,2,8480.0,1339,0.158,4070.0,76,53.55263157894737,0,Graduate,Blue
2449,37,2,3,2081.0,1342,0.645,4428.0,80,55.35,0,College,Blue
2450,42,2,1,4637.0,0,0.0,4583.0,86,53.2906976744186,0,Graduate,Blue
2452,46,2,2,2791.0,1550,0.555,5440.0,83,65.5421686746988,0,Graduate,Blue
2453,38,2,2,1530.0,0,0.0,5138.0,84,61.166666666666664,0,Graduate,Blue
2454,44,1,1,5721.0,0,0.0,4188.0,79,53.0126582278481,0,High School,Blue
2455,29,2,1,3809.0,1172,0.308,4314.0,81,53.25925925925926,0,College,Blue
2456,40,1,3,3520.0,2149,0.611,3630.0,78,46.53846153846154,0,High School,Blue
2462,36,1,1,4517.0,2238,0.495,4686.0,81,57.851851851851855,0,High School,Blue
2463,36,2,3,3047.0,2139,0.702,4961.0,85,58.36470588235294,0,Doctorate,Blue
2464,36,2,3,2999.0,1817,0.606,5119.0,83,61.674698795180724,0,Graduate,Blue
2466,30,2,2,4802.0,1701,0.354,4821.0,66,73.04545454545455,0,College,Blue
2468,36,2,1,1438.3,468,0.325,4425.0,81,54.629629629629626,0,Unknown,Blue
2469,44,2,1,8204.0,1375,0.168,4727.0,76,62.19736842105263,0,Graduate,Blue
2471,43,2,1,8086.0,0,0.0,4775.0,78,61.217948717948715,0,Doctorate,Blue
2472,38,2,2,11287.0,1513,0.134,5157.0,72,71.625,0,High School,Blue
2473,48,1,1,7176.0,1493,0.208,5063.0,83,61.0,0,Uneducated,Blue
2476,31,2,3,2181.0,1218,0.558,4997.0,89,56.146067415730336,0,College,Blue
2478,37,1,1,34516.0,1316,0.038,3863.0,69,55.98550724637681,0,Graduate,Blue
2482,35,1,3,1620.0,771,0.476,4387.0,91,48.20879120879121,0,Graduate,Blue
2483,41,1,2,3472.0,2517,0.725,4520.0,84,53.80952380952381,0,High School,Blue
2484,36,2,2,10973.0,1466,0.134,4892.0,94,52.04255319148936,0,Graduate,Silver
2488,32,2,2,1438.3,801,0.557,4386.0,64,68.53125,0,Graduate,Blue
2490,39,2,3,2415.0,1643,0.68,5063.0,78,64.91025641025641,0,Graduate,Blue
2491,27,2,2,5051.0,0,0.0,2137.0,45,47.48888888888889,0,Unknown,Blue
2492,36,2,1,1853.0,1314,0.709,5331.0,79,67.48101265822785,0,Unknown,Blue
2496,36,5,3,2690.0,1614,0.6,2272.0,57,39.85964912280702,0,High School,Blue
2499,23,2,2,3172.0,1160,0.366,4163.0,83,50.1566265060241,0,High School,Blue
2500,37,1,3,2427.0,2362,0.91323,4663.0,85,54.858823529411765,0,Graduate,Blue
2501,36,1,1,1983.0,989,0.499,5065.0,80,63.3125,0,High School,Blue
2502,36,1,1,7879.0,1007,0.128,4844.0,83,58.36144578313253,0,College,Blue
2506,40,1,1,6383.0,1512,0.237,4985.0,87,57.298850574712645,0,Graduate,Blue
2507,41,1,2,2675.0,1999,0.747,4138.0,64,64.65625,0,Unknown,Blue
2509,36,2,2,13478.0,0,0.0,4738.0,56,84.60714285714286,0,Uneducated,Blue
2510,23,2,2,1830.0,1777,0.91323,5271.0,76,69.35526315789474,0,Uneducated,Blue
2511,31,2,1,2360.0,1204,0.51,3696.0,82,45.073170731707314,0,Doctorate,Blue
2513,34,2,1,2289.0,1195,0.522,4955.0,83,59.69879518072289,0,Uneducated,Blue
2514,32,2,2,1438.3,894,0.622,4687.0,85,55.141176470588235,0,Uneducated,Blue
2515,36,2,1,3451.0,2006,0.581,4097.0,67,61.149253731343286,0,Doctorate,Blue
2516,40,1,2,1795.0,1058,0.589,5575.0,73,76.36986301369863,0,College,Blue
2517,32,2,2,1933.0,1127,0.583,4833.0,71,68.07042253521126,0,Graduate,Blue
2519,36,1,2,3239.0,2356,0.727,4621.0,91,50.78021978021978,0,Graduate,Blue
2523,45,2,1,2021.0,1578,0.781,5298.0,71,74.61971830985915,0,Graduate,Blue
2526,40,2,2,2725.0,1851,0.679,4904.0,85,57.694117647058825,0,Post-Graduate,Blue
2527,38,2,1,16553.0,0,0.0,4797.0,82,58.5,0,Uneducated,Blue
2530,45,1,1,3705.0,2168,0.585,4452.0,89,50.02247191011236,0,Graduate,Blue
2532,44,1,1,2596.0,1929,0.743,4726.0,87,54.32183908045977,0,Uneducated,Blue
2533,36,1,1,6618.0,1738,0.263,5022.0,76,66.07894736842105,0,Uneducated,Blue
2534,25,1,1,3040.0,1908,0.628,5616.0,73,76.93150684931507,0,High School,Blue
2535,36,2,3,4436.0,2222,0.501,4460.0,85,52.470588235294116,0,College,Blue
2537,42,1,2,5608.0,1775,0.317,4325.0,77,56.16883116883117,0,College,Blue
2538,36,2,2,1621.0,1046,0.645,5247.0,84,62.464285714285715,0,Graduate,Blue
2540,27,2,1,2939.0,1388,0.472,5076.0,84,60.42857142857143,0,College,Blue
2542,32,1,2,1870.0,0,0.0,4891.0,65,75.24615384615385,0,High School,Blue
2543,36,1,2,2761.0,1950,0.706,4510.0,88,51.25,0,Graduate,Blue
2544,37,2,2,2154.0,1628,0.756,4538.0,74,61.32432432432432,0,Unknown,Blue
2545,38,1,1,1774.0,1115,0.629,3474.0,60,57.9,0,College,Blue
2546,27,1,3,3287.0,1697,0.516,5236.0,77,68.0,0,Unknown,Blue
2548,36,1,1,3918.0,2070,0.528,4700.0,69,68.1159420289855,0,Uneducated,Blue
2549,39,1,1,5455.0,2091,0.383,4349.0,58,74.98275862068965,0,Graduate,Blue
2550,23,1,2,2647.0,1245,0.47,4911.0,82,59.890243902439025,0,Graduate,Blue
2551,37,1,1,32106.0,0,0.0,4452.0,83,53.63855421686747,0,Post-Graduate,Blue
2552,43,1,1,2089.0,1262,0.604,5069.0,76,66.69736842105263,0,Unknown,Blue
2553,50,2,3,17096.0,1762,0.103,4231.0,62,68.24193548387096,0,Graduate,Blue
2555,41,1,2,8074.0,2426,0.3,5372.0,93,57.763440860215056,0,Graduate,Blue
2556,37,1,1,3413.0,1715,0.502,3843.0,67,57.35820895522388,0,Graduate,Blue
2557,35,1,4,2446.0,1899,0.776,5347.0,87,61.45977011494253,0,Uneducated,Blue
2558,36,2,2,4146.0,2027,0.489,4323.0,64,67.546875,0,Graduate,Blue
2559,40,1,2,2096.0,1276,0.609,4926.0,82,60.073170731707314,0,College,Blue
2560,37,1,2,3829.0,836,0.218,4313.0,85,50.741176470588236,0,Unknown,Blue
2561,48,2,3,9926.0,2216,0.223,4937.0,73,67.63013698630137,0,Graduate,Blue
2562,42,1,3,3202.0,2517,0.786,4675.0,88,53.125,0,Uneducated,Blue
2563,20,6,2,1438.3,0,0.0,2614.0,49,53.3469387755102,0,Uneducated,Blue
2566,26,6,2,4549.0,1631,0.359,2240.0,34,65.88235294117646,0,High School,Blue
2567,24,1,1,2803.0,1747,0.623,5089.0,71,71.67605633802818,0,Unknown,Blue
2568,35,2,2,2548.0,2250,0.883,4747.0,77,61.64935064935065,0,High School,Blue
2569,36,1,2,1457.0,828,0.568,5401.0,93,58.075268817204304,0,High School,Blue
2571,53,2,2,1980.0,1409,0.712,5350.0,96,55.729166666666664,0,Graduate,Blue
2573,28,1,2,2573.0,1742,0.677,4649.0,88,52.82954545454545,0,Uneducated,Blue
2579,36,2,3,2515.0,1453,0.578,4025.0,74,54.391891891891895,0,Unknown,Blue
2580,40,2,1,7212.0,1008,0.14,5169.0,82,63.03658536585366,0,Doctorate,Blue
2583,36,1,1,12967.0,2517,0.194,4520.0,74,61.08108108108108,0,Unknown,Blue
2584,36,2,1,2326.0,642,0.276,5413.0,90,60.144444444444446,0,Unknown,Blue
2586,28,5,2,2069.0,0,0.0,2754.0,55,50.07272727272727,0,Uneducated,Blue
2587,37,2,2,2105.0,1072,0.509,4833.0,81,59.666666666666664,0,Unknown,Blue
2589,41,6,3,3785.0,2517,0.665,2401.0,54,44.46296296296296,0,College,Blue
2590,32,1,1,3335.0,2238,0.671,5321.0,78,68.21794871794872,0,Uneducated,Blue
2591,32,2,3,2726.0,2127,0.78,5578.0,89,62.674157303370784,0,Post-Graduate,Blue
2592,43,4,3,1665.0,1521,0.91323,2878.0,45,63.955555555555556,0,High School,Blue
2594,39,2,2,1438.3,0,0.0,4928.0,84,58.666666666666664,0,Graduate,Blue
2596,43,2,1,3391.0,1696,0.5,4291.0,77,55.72727272727273,0,Unknown,Blue
2597,43,1,1,2876.0,1628,0.566,4752.0,80,59.4,0,Unknown,Blue
2598,36,2,3,2156.0,1198,0.556,5092.0,95,53.6,0,High School,Blue
2600,29,1,2,1622.0,0,0.0,4633.0,67,69.14925373134328,0,Uneducated,Blue
2602,36,2,3,1915.0,1445,0.755,2264.0,39,58.05128205128205,0,Uneducated,Blue
2603,27,2,3,1438.3,0,0.0,4564.0,79,57.77215189873418,0,College,Blue
2607,21,1,2,2867.0,1365,0.476,4445.0,89,49.943820224719104,0,Graduate,Blue
2608,19,2,1,3261.0,2517,0.772,2461.0,54,45.574074074074076,0,College,Blue
2614,34,3,1,34516.0,2517,0.073,7427.0,83,89.48192771084338,0,High School,Silver
2618,36,3,1,1986.0,1411,0.71,7249.0,86,84.29069767441861,0,Uneducated,Blue
2619,55,3,2,3421.0,2266,0.662,6932.0,75,92.42666666666666,0,High School,Blue
2622,35,2,2,11318.0,2082,0.184,7179.0,93,77.19354838709677,0,Uneducated,Blue
2623,43,2,3,2384.0,1919,0.805,3512.0,50,70.24,0,Graduate,Blue
2627,40,6,1,14973.0,0,0.0,4517.0,59,76.55932203389831,0,Graduate,Blue
2628,31,3,2,19719.0,1303,0.066,8385.0,97,86.44329896907216,0,Uneducated,Blue
2629,46,3,2,4333.0,1848,0.426,7643.0,85,89.91764705882353,0,Unknown,Blue
2630,45,2,2,3059.0,1744,0.57,7709.0,89,86.61797752808988,0,Post-Graduate,Blue
2633,38,3,2,12569.0,2167,0.172,7344.0,95,77.30526315789474,0,High School,Silver
2634,30,3,1,34516.0,2517,0.073,7437.0,86,86.47674418604652,0,Unknown,Blue
2636,51,2,3,5479.0,1200,0.219,7960.0,86,92.55813953488372,0,Post-Graduate,Blue
2638,39,3,2,18341.0,1060,0.058,7584.0,85,89.2235294117647,0,Doctorate,Silver
2639,41,2,2,21325.0,2197,0.103,7053.0,69,102.21739130434783,0,Graduate,Blue
2641,37,2,1,7045.0,1293,0.184,7381.0,98,75.31632653061224,0,Uneducated,Blue
2649,36,3,2,34516.0,1913,0.055,7535.0,92,81.90217391304348,0,Graduate,Silver
2652,36,1,1,29572.0,1584,0.054,7566.0,88,85.97727272727273,0,Graduate,Silver
2653,49,1,2,9678.0,1710,0.177,7682.0,90,85.35555555555555,0,High School,Blue
2655,38,1,2,25894.0,2517,0.097,4847.0,49,98.91836734693878,0,Doctorate,Blue
2656,36,4,2,3138.0,986,0.314,4724.0,56,84.35714285714286,0,Graduate,Blue
2657,38,2,2,12055.0,1858,0.154,7222.0,93,77.65591397849462,0,Uneducated,Blue
2662,33,1,2,6224.0,0,0.0,7612.0,82,92.82926829268293,0,Graduate,Silver
2665,36,1,1,7645.0,2076,0.272,7710.0,75,102.8,0,High School,Blue
2666,33,2,1,5625.0,1640,0.292,7890.0,75,105.2,0,High School,Blue
2667,36,2,2,3849.0,1281,0.333,7930.0,90,88.11111111111111,0,Unknown,Blue
2668,32,2,2,34516.0,0,0.0,4734.0,57,83.05263157894737,0,High School,Blue
2675,31,2,2,23981.0,2135,0.089,7885.0,86,91.68604651162791,0,Unknown,Gold
2679,36,2,1,34516.0,2330,0.068,7635.0,75,101.8,0,Unknown,Blue
2680,36,1,1,2636.0,1257,0.477,7136.0,82,87.02439024390245,0,Graduate,Blue
2684,30,1,2,10398.0,1630,0.157,7702.0,81,95.08641975308642,0,Graduate,Silver
2685,39,2,2,11901.0,2517,0.211,7998.0,82,97.53658536585365,0,Graduate,Blue
2686,41,1,2,9298.0,1898,0.204,8427.0,87,96.86206896551724,0,Graduate,Blue
2687,53,1,2,4136.0,0,0.0,7739.0,97,79.78350515463917,0,Post-Graduate,Blue
2688,40,1,1,6441.0,2151,0.334,7123.0,94,75.77659574468085,0,Graduate,Blue
2689,36,2,2,3569.0,1054,0.295,7963.0,85,93.68235294117648,0,Unknown,Blue
2693,38,1,1,1820.0,0,0.0,7714.0,91,84.76923076923077,0,High School,Blue
2695,44,2,2,6455.0,1837,0.285,8001.0,99,80.81818181818181,0,College,Blue
2699,36,2,2,17606.0,1377,0.078,8104.0,83,97.63855421686748,0,Uneducated,Blue
2700,41,2,2,5550.0,2517,0.454,6984.0,85,82.16470588235295,0,College,Blue
2701,33,2,1,1621.0,0,0.0,7400.0,86,86.04651162790698,0,High School,Blue
2702,36,1,1,3244.0,0,0.0,7495.0,97,77.26804123711341,0,College,Blue
2705,38,1,2,15016.0,2016,0.134,7685.0,84,91.48809523809524,0,Graduate,Gold
2707,36,1,1,34516.0,1634,0.047,7788.0,94,82.85106382978724,0,High School,Gold
2712,36,1,2,21751.0,1573,0.072,8332.0,102,81.68627450980392,0,Post-Graduate,Blue
2713,36,1,2,27984.0,1793,0.064,8147.0,81,100.58024691358025,0,Graduate,Blue
2714,35,2,2,5858.0,961,0.164,7916.0,82,96.53658536585365,0,Graduate,Blue
2717,36,1,1,4941.0,1040,0.21,7631.0,91,83.85714285714286,0,Graduate,Blue
2718,33,1,2,8230.0,1333,0.162,7736.0,84,92.0952380952381,0,Uneducated,Blue
2719,34,2,1,22226.0,1864,0.084,8753.0,97,90.23711340206185,0,Unknown,Silver
2720,35,1,2,7653.0,1693,0.221,7508.0,93,80.73118279569893,0,Graduate,Blue
2722,31,2,2,6530.0,1425,0.218,8904.0,101,88.15841584158416,0,College,Blue
2724,34,2,1,8390.0,0,0.0,8316.0,92,90.3913043478261,0,College,Blue
2725,32,2,2,7244.0,2031,0.28,7925.0,90,88.05555555555556,0,High School,Blue
2726,36,1,2,8758.0,1511,0.173,7680.0,89,86.29213483146067,0,Unknown,Blue
2727,40,2,1,3449.0,1634,0.474,8300.0,94,88.29787234042553,0,Doctorate,Blue
2729,36,2,1,10830.0,2184,0.202,8814.0,88,100.1590909090909,0,Unknown,Blue
2730,32,1,2,20633.0,1989,0.096,7570.0,91,83.18681318681318,0,Uneducated,Blue
2732,36,2,2,34516.0,2008,0.058,8872.0,86,103.16279069767442,0,Unknown,Silver
2734,40,1,1,18072.0,1378,0.076,8199.0,98,83.66326530612245,0,Uneducated,Silver
2737,32,2,2,7385.0,1817,0.246,5070.0,50,101.4,0,College,Blue
2742,38,2,2,2396.0,887,0.37,7480.0,84,89.04761904761905,0,Graduate,Blue
2746,36,2,2,2849.0,1741,0.611,8669.0,99,87.56565656565657,0,Graduate,Blue
2747,46,2,3,7547.0,2477,0.328,5294.0,73,72.52054794520548,0,High School,Blue
2749,26,2,2,23981.0,0,0.0,7872.0,103,76.42718446601941,0,High School,Gold
2751,40,1,1,28307.0,1506,0.053,9042.0,122,74.11475409836065,0,Graduate,Blue
2753,35,2,1,11814.0,1440,0.122,9185.0,100,91.85,0,Unknown,Blue
2754,32,2,1,28687.0,1607,0.056,7523.0,90,83.58888888888889,0,Unknown,Blue
2756,54,1,3,5182.0,1459,0.282,7960.0,112,71.07142857142857,0,Uneducated,Blue
2758,37,2,2,18477.0,0,0.0,8695.0,95,91.52631578947368,0,Graduate,Blue
2760,38,2,2,34516.0,0,0.0,3901.0,54,72.24074074074075,0,Graduate,Platinum
2762,49,1,2,12094.0,1870,0.155,8285.0,106,78.16037735849056,0,Graduate,Silver
2765,34,2,2,19000.0,1568,0.083,8443.0,97,87.04123711340206,0,High School,Silver
2766,34,1,1,13259.0,866,0.065,8998.0,102,88.2156862745098,0,Unknown,Silver
2767,54,2,3,23355.0,1061,0.045,8634.0,95,90.88421052631578,0,High School,Blue
2771,32,2,1,24244.0,1649,0.068,8074.0,84,96.11904761904762,0,Graduate,Blue
2772,36,2,1,34516.0,1051,0.03,8938.0,114,78.40350877192982,0,College,Gold
2773,53,2,3,9369.0,1813,0.194,7699.0,101,76.22772277227723,0,High School,Blue
2775,31,2,2,34516.0,1308,0.038,8773.0,105,83.55238095238096,0,Graduate,Platinum
2777,37,6,2,3399.0,0,0.0,5529.0,78,70.88461538461539,0,High School,Blue
2780,55,1,2,3109.0,0,0.0,5470.0,72,75.97222222222223,0,Graduate,Blue
2782,48,2,2,18980.0,2517,0.133,8295.0,113,73.40707964601769,0,Unknown,Blue
2789,36,1,2,34516.0,0,0.0,5603.0,56,100.05357142857143,0,Uneducated,Blue
2806,38,6,2,34516.0,397,0.012,7454.0,81,92.0246913580247,0,Uneducated,Blue
2856,36,4,2,5989.0,0,0.0,5843.0,60,97.38333333333334,0,College,Blue
2888,37,2,2,34516.0,1783,0.052,8472.0,80,105.9,0,Unknown,Silver
2931,36,2,1,5158.0,1148,0.223,13113.0,122,107.48360655737704,0,Graduate,Blue
3003,37,1,2,29076.0,0,0.0,8765.0,84,104.3452380952381,0,Uneducated,Silver
3062,36,5,2,4167.0,0,0.0,7590.0,87,87.24137931034483,0,Uneducated,Blue
